"ToyDescription","BrandId","SalesPrice","PurchasePrice","VendorName","VendorId"
"My Little Pony Equestria Girls Rainbow Rocks Trixie Lulamoon Doll with Fashions",39795,12.99,9.03,"Hasbro",24967
"Transformers Robots in Disguise 1-Step Changers Gold Armor Grimlock Figure",92228,10.99,7.55,"Hasbro",24967
"Playskool Sesame Street Cookie Monster Jumbo Plush",32545,24.99,16.95,"Hasbro",24967
"Beyblade Metal Fusion: Dark Gasher",96139,8.45,5.75,"Hasbro",24967
"Marvel Legends Series: Villains of the Night: Morbius",9137,13,9.02,"Hasbro",24967
"New Furby Boom (Triangles)",44943,64.99,43.69,"Hasbro",24967
"Spider-Man - Spider-Man",10708,5.99,4.19,"Hasbro",24967
"STAR WARS FORCE TECH DARTH VADER Electronic Helmet",10318,19.99,13.5,"Hasbro",24967
"Transformers Age of Extinction Optimus Prime Power Attacker",22601,14.99,10.23,"Hasbro",24967
"Playskool Heroes Super Hero Adventures Captain America Armor",58940,29.99,20.39,"Hasbro",24967
"STAR WARS CAPTAIN REX Mask",14101,38.4,26.27,"Hasbro",24967
"Playskool Heroes Marvel Spider-Man Adventures Spider-Man Figure",41466,29.99,20.08,"Hasbro",24967
"Disney Princess Royal Shimmer Cinderella Doll",80728,9.99,6.74,"Hasbro",24967
"Transformers Age of Extinction Crosshairs Power Attacker",53312,14.99,10.46,"Hasbro",24967
"Nerf Rebelle Secrets & Spies Dart Refill Pack",8533,12.99,9.21,"Hasbro",24967
"Star Wars Commemorative Collection Episode V The Empire Strikes Back",51396,21.99,15.58,"Hasbro",24967
"My Little Pony Equestria Girls Rarity Doll",3356,21.99,15.31,"Hasbro",24967
"MARVEL Super Hero Adventures PLAYSKOOL HEROES HULK and THOR",58990,9.99,6.72,"Hasbro",24967
"Playskool Mrs. Potato Head Beach Spudette",74058,14.99,10.44,"Hasbro",24967
"My Little Pony Friendship is Magic Collection Mrs. Dazzle Cake Pack",47765,6.99,4.81,"Hasbro",24967
"STAR WARS DARTH VADER ULTIMATE FX LIGHTSABER",24814,54.99,39.02,"Hasbro",24967
"BEYWHEELZ AQUA ENERGY SLAM 2-Pack",38889,21.99,14.69,"Hasbro",24967
"Sesame Street Bath Squirters",79037,11.99,8.07,"Hasbro",24967
"Littlest Pet Shop Coralina Reefton & Aya Waterly",64058,6.39,4.32,"Hasbro",24967
"Transformers Generations Combiner Wars Devastator",54868,149.99,103.03,"Hasbro",24967
"Transformers Age of Extinction Bumblebee One-Step Changer",17101,10.99,7.77,"Hasbro",24967
"Blazing Team Battlespin Eagle yo-yo",52208,2,1.35,"Hasbro",24967
"Marvel Super Hero Mashers Hulk Figure",10218,16.99,11.7,"Hasbro",24967
"Playskool Heroes Galactic Heroes Star Wars Luke Skywalker",5290,8.99,6.38,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bots Hook And Ladder Heatwave",97963,14.99,10.26,"Hasbro",24967
"Nerf Rival Zeus MXV-1200 Blaster (Red)",27012,60.99,43.18,"Hasbro",24967
"My Little Pony Fluttershy",45658,6.99,4.71,"Hasbro",24967
"PLAY-DOH Party Bag",66048,5.99,4.05,"Hasbro",24967
"PLAY-DOH Classic Colors 4-Pack",180,5.99,4.15,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bot",18013,34.99,24.01,"Hasbro",24967
"MARVEL THE AVENGERS CAPTAIN AMERICA Mission Star",6086,19.99,14.09,"Hasbro",24967
"ANGRY BIRDS STAR WARS AT-AT Attack Battle Game",98494,41.99,28.2,"Hasbro",24967
"Transformers Generations Combiner Wars Deluxe Class Smokescreen",71219,39.49,27.81,"Hasbro",24967
"Marvel Universe The West Coast Avengers 3-Pack",78522,22.99,15.45,"Hasbro",24967
"BEYWHEELZ SHADOW CLAW BRAWL 2-Pack",54781,21.99,15.68,"Hasbro",24967
"NERF - SUPER SOAKER TORNADO STRIKE",96657,30,20.94,"Hasbro",24967
"NERF N-STRIKE JOLT Blaster",39846,5.99,4.17,"Hasbro",24967
"Marvel Iron Man 3 Avengers Initiative Arc Strike Iron Man Figure",26064,12.99,9.09,"Hasbro",24967
"STAR WARS FIGHTER PODS Series 1 MILLENNIUM FALCON Pack",14858,39.99,27.03,"Hasbro",24967
"My Little Pony Friendship is Magic Applejack Figure",94526,8.99,6.11,"Hasbro",24967
"Marvel Universe Hulk Figure",87027,9.99,6.75,"Hasbro",24967
"Disney Frozen Classic Fashion Anna",43905,9.99,6.85,"Hasbro",24967
"Playskool Mr. Potato Head Frylo Ren",14020,12.99,8.86,"Hasbro",24967
"My Little Pony Friendship is Magic Fluttershy Cottage Playset",87484,14.99,10.51,"Hasbro",24967
"Marvel Avengers Age of Ultron Iron Man Arc FX Armor",13765,21.99,15.24,"Hasbro",24967
"Marvel Guardians of the Galaxy Galactic Battlers Rocket Raccoon Figure",53963,10.99,7.5,"Hasbro",24967
"Sorry! Revenge Card Game",38767,7.99,5.7,"Hasbro",24967
"Star Wars Episode VII Nerf Han Solo Blaster",81680,15.44,10.66,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bots Heatwave the Fire-Bot Figure",83760,14.99,10.42,"Hasbro",24967
"Furby Boom (Teal Pattern)",42321,64.99,43.77,"Hasbro",24967
"Marvel Legends 3.75in Spider-Man",5259,12.99,8.95,"Hasbro",24967
"BEYBLADE METAL MASTERS - TWISTED TEMPO Top",61557,14.99,10.47,"Hasbro",24967
"Scrabble Electronic Scoring Game",45714,24.99,16.97,"Hasbro",24967
"EASY-BAKE Ultimate Oven Red Velvet and Strawberry Cakes Refill",15929,8.99,6.26,"Hasbro",24967
"Disney Doc McStuffins Operation Game",57931,22.99,16.17,"Hasbro",24967
"Star Wars Episode II Black Series Titanium Series Slave I",67703,29.99,20.35,"Hasbro",24967
"Transformers Prime Season Two DVD",47163,12.12,8.26,"Hasbro",24967
"TRANSFORMERS DARK OF THE MOON OPTIMUS PRIME",36477,35,23.49,"Hasbro",24967
"Star Wars Mission Series Figure Set (Luke Skywalker and Han Solo)",94281,10.99,7.43,"Hasbro",24967
"Playskool Sesame Street Giggle Faces Cookie Monster",17139,16.99,11.78,"Hasbro",24967
"PLAYSKOOL PLAY FAVORITES LULLABY GLOWORM Toy (Blue)",52709,14.99,10.25,"Hasbro",24967
"Star Wars Anakin Skywalker Electronic Lightsaber Toy",68943,9.59,6.7,"Hasbro",24967
"NERF VORTEX Refill Pack",14898,8.99,6.25,"Hasbro",24967
"Playskool Mr. Potato Head Frylo Ren",15499,12.99,8.88,"Hasbro",24967
"TRANSFORMERS Remote-Controlled KNOCK OUT",39311,111.84,78.11,"Hasbro",24967
"Beyblade Metal Fusion: Dark Wolf",14502,8.45,5.97,"Hasbro",24967
"Playskool Sesame Street Ernie Hugs Forever Friends Figure",77076,4,2.77,"Hasbro",24967
"Star Wars The Clone Wars V-19 Torrent Starfighter",72450,9.99,6.66,"Hasbro",24967
"Monopoly Deal Card Game",35351,6.47,4.49,"Hasbro",24967
"STAR WARS THE CLONE WARS CLONE COMMANDER WOLFFE Figure",25455,55,38.22,"Hasbro",24967
"Marvel Super Hero Mashers Ant-Man Figure",62307,10.99,7.71,"Hasbro",24967
"Star Wars The Clone Wars Aqua Droid",73942,16.99,11.85,"Hasbro",24967
"Littlest Pet Shop Pet Limo",50673,15.99,10.72,"Hasbro",24967
"Transformers Generations Combiner Wars Legends Class Decepticon Blackjack Figure",75133,6,4.14,"Hasbro",24967
"Candy Land Disney Princess Edition Game",96329,19.99,14.25,"Hasbro",24967
"Disney Frozen Classic Frozen Fever Fashion Elsa",19964,3.4,2.36,"Hasbro",24967
"Nerf Zombie Strike ZED Squad Longshot CS-12 Blaster",47894,43.48,30.75,"Hasbro",24967
"TONKA CHUCK AND FRIENDS ROWDY THE GARBAGE TRUCK",55153,7.95,5.52,"Hasbro",24967
"Transformers Age of Extinction Mega 1-Step Bumblebee Figure",32479,32.99,22.74,"Hasbro",24967
"Transformers Age of Extinction Autobot Drift One-Step Changer",59850,10.99,7.46,"Hasbro",24967
"EASY-BAKE Ultimate Oven",85061,59.99,41.45,"Hasbro",24967
"Beyblade Shogun Steel BeyWarriors BW-12 Archer Griffin Battler",92144,12.99,9.02,"Hasbro",24967
"Marvel Legends Series 3.75in Black Panther",49967,12.99,9.1,"Hasbro",24967
"Nerf N-Strike GlowShot Blaster",35229,9.95,6.82,"Hasbro",24967
"Star Wars The Force Awakens Micro Machines Kylo Ren Playcase",20552,19.99,13.78,"Hasbro",24967
"Playmation Marvel Avengers Gamma Gear",17032,89.99,60.85,"Hasbro",24967
"Nerf Rival Zeus MXV-1200 Blaster (Blue)",73961,45.97,31.19,"Hasbro",24967
"Nerf Rebelle Spylight Blaster",24774,19.99,14.17,"Hasbro",24967
"Playskool Pop-Up Rollin' Ramp",78734,19.99,13.45,"Hasbro",24967
"Marvel Spider-Man Titan Hero Series Spider-Man Figure",8329,24.99,17.79,"Hasbro",24967
"Marvel Avengers Infinite Series Marvel's Cyclops Figure",67485,14.99,10.24,"Hasbro",24967
"TONKA Light and Sound Vehicles - Tow Truck",43978,34.99,23.37,"Hasbro",24967
"Yo-kai Watch Season 1 Watch",25314,6.95,4.89,"Hasbro",24967
"Creamy White Cat",54720,99.99,68.62,"Hasbro",24967
"""Baby Alive Sips 'n Cuddles Blonde",23658,29.99,20.73,"Hasbro",24967
"Star Wars The Force Awakens Value 6-Inch First Order Snowtrooper",64497,21.99,15.32,"Hasbro",24967
"Playskool Heroes Marvel Super Hero Adventures Iron Man Armor Up Fortress",55745,29.99,20.75,"Hasbro",24967
"Star Wars Darth Vader Lightsaber Toy",50563,14.31,9.64,"Hasbro",24967
"Transformers Robots in Disguise One-Step Changers Sideswipe Figure",99618,10.99,7.42,"Hasbro",24967
"Disney Princess Spin & Swim Ariel",86026,14.98,10.41,"Hasbro",24967
"Star Wars The Clone Wars Obi-Wan Kenobi",83928,6.04,4.09,"Hasbro",24967
"Disney Frozen Coronation Change Elsa",10971,17.99,12.35,"Hasbro",24967
"Nerf Modulus ECS-10 Core",18417,29.99,20.87,"Hasbro",24967
"Play-Doh Spring Chick Set",22196,4.5,3.2,"Hasbro",24967
"BEYBLADE BEYWHEELZ CRASH COURSE BATTLE SET",770,34.99,24.53,"Hasbro",24967
"Furby Boom (Purple Waves)",3994,64.99,45.04,"Hasbro",24967
"Nerf Rebelle Knock Out Gallery Set",21735,10.99,7.63,"Hasbro",24967
"Play-Doh 4-Pack",97573,5.99,4.09,"Hasbro",24967
"Playskool Sesame Street Elmo Hugs Forever Friends Figure",29661,12.99,8.73,"Hasbro",24967
"Transformers Robots in Disguise Titan Guardians Bumblebee Figure",32324,19.99,13.89,"Hasbro",24967
"Playskool Sesame Street Racers (Elmo and Big Bird)",52412,9.95,6.94,"Hasbro",24967
"Nerf Zombie Strike Hammershot Blaster",57722,15.99,11.39,"Hasbro",24967
"Play-Doh Stamp and Roll Set Featuring Despicable Me Minions",61373,9.99,6.98,"Hasbro",24967
"STAR WARS Movie Heroes LUKE SKYWALKER Figure",39402,7.55,5.27,"Hasbro",24967
"Jurassic World Bashers & Biters Velociraptor Blue Figure",64164,10.99,7.66,"Hasbro",24967
"FURBY (Black)",76630,4,2.86,"Hasbro",24967
"Marvel Universe Red Hulk Figure",38236,34.99,23.96,"Hasbro",24967
"BEYBLADE HYPERBLADES L-DRAGO DESTRUCTOR F:S Battle Top",23585,34.99,24.11,"Hasbro",24967
"My Little Pony Friendship is Magic Princess Twilight Sparkle Reading Cafe Figure",54573,9.99,7.13,"Hasbro",24967
"MIGHTY MUGGS Blank White",21042,39.99,28.41,"Hasbro",24967
"Marvel Avengers Age of Ultron Captain America Star Launch Shield",62334,21.99,14.78,"Hasbro",24967
"Star Wars The Black Series Risk Game",7925,24.99,17.63,"Hasbro",24967
"Twister Moves Skip-It",11787,21.99,15.49,"Hasbro",24967
"Star Wars Hero Mashers Episode VI Chewbacca",80062,15.75,11.2,"Hasbro",24967
"Marvel Legends Series 3.75in Captain Marvel",86826,12.99,8.67,"Hasbro",24967
"Star Wars Revenge of the Sith Obi-Wan Kenobi Electronic Lightsaber",63923,21.99,15.59,"Hasbro",24967
"Transformers Generations Combiner Wars Voyager Class Optimus Prime Figure",64899,26.99,19.15,"Hasbro",24967
"Yokai Watch Game Of Life",79325,19.99,13.45,"Hasbro",24967
"TRANSFORMERS ACTIVATORS BUMBLEBEE",27563,19.99,13.34,"Hasbro",24967
"Angry Birds Transformers Ultra Magnus Bird vs. SoundBlaster Pig Battlepack",79904,29.99,20.21,"Hasbro",24967
"MOUSE TRAP Game",75988,21.99,14.94,"Hasbro",24967
"YAHTZEE Party",4238,11.99,8.38,"Hasbro",24967
"Play-Doh Sundae Treats Bucket",48053,7.99,5.35,"Hasbro",24967
"SCRABBLE Electronic CATCHPHRASE Game",73718,27.95,19.02,"Hasbro",24967
"My Little Pony Equestria Girls Lemon Zest Friendship Games Doll",70600,14.99,10.65,"Hasbro",24967
"Marvel Universe Iron Fist Figure",48331,11.99,8.5,"Hasbro",24967
"Rook Card Game",46574,7.99,5.47,"Hasbro",24967
"My Little Pony Friendship is Magic Collection Sweet Apple Acres Barn Pack",16641,21.99,15.17,"Hasbro",24967
"Star Wars Luke Skywalker Force FX Lightsaber Collectible",79488,119.99,85.11,"Hasbro",24967
"STAR WARS Jedi Force PLAYSKOOL HEROES GENERAL GRIEVOUS & BATTLE DROID 2-Pack",79456,24.99,17.77,"Hasbro",24967
"Disney Princess Rapunzel's Magical Story Skirt",43063,12.89,9.05,"Hasbro",24967
"Nerf Rebelle Lumanate",70110,9.83,6.66,"Hasbro",24967
"FurReal Friends Luvimals Sweet Singin' Pup Pet",53557,10.99,7.49,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bots Energize Optimus Prime Figure",5762,14.99,10.06,"Hasbro",24967
"Marvel Guardians of the Galaxy Battle FX Star-Lord Figure",85629,21.99,15.33,"Hasbro",24967
"My Little Pony: Equestria Girls Blu-ray DVD",90143,19.98,13.86,"Hasbro",24967
"My Little Pony Equestria Girls Rainbow Dash Figure",12869,21.99,15.06,"Hasbro",24967
"Spider-Man Power Punch Spider-Man",8012,9.99,6.69,"Hasbro",24967
"Candy Land Game",19720,12.99,8.99,"Hasbro",24967
"BABY ALIVE Doll Food Pack",55136,17.47,12.33,"Hasbro",24967
"STAR WARS THE CLONE WARS CLONE COMMANDER CODY Figure",11066,19.99,13.43,"Hasbro",24967
"Playskool Sesame Street Elmo's On the Go Letters",95329,19.99,14.26,"Hasbro",24967
"Marvel Legends Infinite Series Fearless Defenders",89872,21.99,14.79,"Hasbro",24967
"G.I. Joe Retaliation Joe Colton Figure",9495,10.99,7.57,"Hasbro",24967
"CLUE Game",95660,12.99,8.81,"Hasbro",24967
"NERF N-STRIKE Elite FIREFLY Mission Kit",50697,17.99,12.17,"Hasbro",24967
"My Little Pony Friendship is Magic Collection Mr. Carrot Cake Figure",99175,5.49,3.73,"Hasbro",24967
"Nerf Rebelle Agent Bow Blaster (Purple Arrows)",6594,32.79,22.25,"Hasbro",24967
"MARVEL UNIVERSE SPIDER-MAN Figure",36103,16.99,11.45,"Hasbro",24967
"Marvel Spider-Man Titan Hero Series Iron Spider Figure",35162,10.99,7.53,"Hasbro",24967
"My Little Pony Equestria Girls Flash Sentry and Twilight Sparkle 2-Pack",78087,32.99,22.65,"Hasbro",24967
"STAR WARS DARTH VADER Electronic Helmet",14225,39.99,27.06,"Hasbro",24967
"Marvel Mighty Battlers Red Hulk Rage Figure",36305,14.99,10.45,"Hasbro",24967
"Transformers Robots in Disguise Warrior Class Optimus Prime Figure",48284,15.99,10.87,"Hasbro",24967
"Transformers Prime Beast Hunters Voyager Class Sharkticon Megatron Figure",17005,24.99,16.98,"Hasbro",24967
"NERF N-FORCE KLAW HATCHET",38660,15.99,11.25,"Hasbro",24967
"Disney Descendants Auradon Coronation Jane",14520,25.99,17.95,"Hasbro",24967
"Marvel Legends Series Agents of Shield Sharon Carter",70819,24.99,17.01,"Hasbro",24967
"New Furby Boom (Peacock)",35468,64.99,46.36,"Hasbro",24967
"Playskool Heroes Marvel Super Hero Adventures Wolverine Figure with Claw Racer",85972,11.99,8.4,"Hasbro",24967
"SPIDER-MAN Sewer Clash LIZARD",50139,39.05,26.31,"Hasbro",24967
"KRE-O Transformers Age of Extinction Micro-Changers Combiners Volcanicon Construction Set",79308,10.99,7.81,"Hasbro",24967
"Playmation Marvel Avengers Starter Pack Repulsor",92147,19.98,13.64,"Hasbro",24967
"My Little Pony Equestria Girls Rainbow Rocks Sunset Shimmer Time to Shine",21633,26.99,18.11,"Hasbro",24967
"Electronic Catchphrase Game",7372,19.99,13.94,"Hasbro",24967
"TRANSFORMERS PRIME First Edition Series BUMBLEBEE Figure",29913,99.99,69.28,"Hasbro",24967
"Transformers Prime Titan Warrior Optimus Prime Figure",63650,9.99,6.83,"Hasbro",24967
"Marvel Legends Infinite Series Batroc",78256,9.37,6.39,"Hasbro",24967
"PLAYSKOOL MR. POTATO HEAD STAR WARS: DARTH TATER",18983,14.99,10.03,"Hasbro",24967
"Playskool Poppin' Park Pop 'n Pick Up Elefun Toy",5801,29.99,20.17,"Hasbro",24967
"BABY ALIVE Diapers (6-Pack)",400,9.99,6.73,"Hasbro",24967
"Star Wars The Clone Wars General Grievous Blaster",10753,24.85,17.41,"Hasbro",24967
"Nerf Rebelle Diamondista Blaster",52563,10.99,7.66,"Hasbro",24967
"Transformers Generations 30th Anniversary Voyager Class Rhinox Figure",54969,24.99,16.98,"Hasbro",24967
"BEYBLADE METAL MASTERS THERMAL LACERTA Top",13333,10.99,7.73,"Hasbro",24967
"Playskool Sesame Street Racers (Big Bird and Ernie)",9301,11.99,8.08,"Hasbro",24967
"Furby Furbling Creature (Triangles)",3798,21.99,14.91,"Hasbro",24967
"Monopoly Junior Game",11096,15.09,10.67,"Hasbro",24967
"Disney Descendants 2-Pack Mal and Ben",94753,29.99,20.32,"Hasbro",24967
"MARVEL Universe WOLVERINE Hero Mask",62767,16.99,11.65,"Hasbro",24967
"NERF - SUPER SOAKER THUNDERSTORM",88378,22.99,16.33,"Hasbro",24967
"BABY ALIVE Bottle 3-Pack",38882,48.98,32.88,"Hasbro",24967
"Marvel Universe Elektra Figure",53346,11.99,8.04,"Hasbro",24967
"Star Wars The Black Series Kylo Ren Force FX Deluxe Lightsaber",18827,199.99,139.24,"Hasbro",24967
"Nerf Rebelle Codebreaker Crossbow Blaster",89634,26.99,18.93,"Hasbro",24967
"Playskool Transformers Rescue Bots Blurr Figure",81387,11.99,8.08,"Hasbro",24967
"Transformers Robots in Disguise Mini-Con Deployers Autobot Drift and Jetstorm Figures",35592,19.99,13.54,"Hasbro",24967
"Nerf Modulus Blast Shield Upgrade",5765,4.99,3.36,"Hasbro",24967
"Star Wars Episode VII Nerf Super Soaker Chewbacca Bowcaster",17811,19.99,13.75,"Hasbro",24967
"Star Wars Hero Mashers Episode VI Darth Vader",20757,14.99,10.39,"Hasbro",24967
"BOGGLE Junior Game",90428,14.99,10.3,"Hasbro",24967
"Risk: Star Wars Edition Game",53195,29.99,20.95,"Hasbro",24967
"My Little Pony Equestria Girls Collection Rainbow Dash Doll",33659,4.99,3.38,"Hasbro",24967
"SCRABBLE Slam! Card Game",64053,7.99,5.68,"Hasbro",24967
"SCRABBLE 80 Official Score Sheets",3041,39.47,26.95,"Hasbro",24967
"Playskool Heroes Star Wars Galactic Heroes Jedi Force Snowspeeder Vehicle with Luke Skywalker Figure",76313,19.99,13.37,"Hasbro",24967
"KRE-O Transformers Micro-Changers Combiners Computron Set",75827,10.99,7.36,"Hasbro",24967
"PLAYSKOOL MR. POTATO HEAD",84330,11.99,8.08,"Hasbro",24967
"Marvel Avengers Infinite Series Beta Ray Bill Figure",4128,14.99,10.25,"Hasbro",24967
"Marvel Avengers Assemble Hulk Figure",64801,12.49,8.51,"Hasbro",24967
"PLAY-DOH Plus 8-Pack",37735,8.99,6.29,"Hasbro",24967
"The Adventures of Chuck and Friends: When Trucks Fly DVD",7312,9.99,7.11,"Hasbro",24967
"Marvel Infinite Series Emma Frost",50817,12.99,9.19,"Hasbro",24967
"Baby Alive Luv 'n Snuggle Baby Doll",74784,14.99,10.48,"Hasbro",24967
"Jurassic World Bashers & Biters Tyrannosaurus Rex Figure",1480,10.99,7.79,"Hasbro",24967
"Minions Challenge Card Game",35992,5.99,4.23,"Hasbro",24967
"Spider-Man Iron Spider",61284,24.29,16.82,"Hasbro",24967
"Jurassic World Tyrannosaurus Lockdown Playset",76518,29.99,20.16,"Hasbro",24967
"Star Wars The Clone Wars General Grievous",8904,13.99,9.51,"Hasbro",24967
"Transformers Hero Mashers Electronic Optimus Prime Figure",36592,21.99,15.47,"Hasbro",24967
"Nerf Super Soaker Tidal Tube Blaster 2-Pack",2607,34.99,23.65,"Hasbro",24967
"Nerf N-Sports Weather Blitz All Conditions Football (Orange)",83122,14.99,10.19,"Hasbro",24967
"Marvel Avengers Super Hero Mashers Smash Fist Hulk Figure",62098,21.99,15.06,"Hasbro",24967
"Captain America Marvel Legends Captain America Figure",47494,19.99,13.96,"Hasbro",24967
"MARVEL Universe MARVEL'S Greatest Battles Comic Packs WOLVERINE Vs. HULK Pack",49906,30,21.27,"Hasbro",24967
"SPIROGRAPH",43552,24.99,17.18,"Hasbro",24967
"My Little Pony Equestria Girls Rainbow Rocks Aria Blaze and Sonata Dusk Doll 2-Pack",3831,29.99,20.46,"Hasbro",24967
"Play-Doh Sweet Shoppe Swirl 'n Scoop Ice Cream",44433,12,8.5,"Hasbro",24967
"MARVEL Universe 1st Appearance WOLVERINE",23163,19.95,13.48,"Hasbro",24967
"Kre-O Transformers Micro-Changers Combiners Defensor Building Set",51710,10.99,7.49,"Hasbro",24967
"BeyRaiderz Ninja Salamander Vehicle",89223,10.99,7.6,"Hasbro",24967
"Risk Game",91485,24.99,17.46,"Hasbro",24967
"Nerf N-Strike Elite CrossBolt Blaster",75812,24.99,16.72,"Hasbro",24967
"MARVEL Universe MARVEL'S Greatest Battles Comic Packs (THOR and IRON MAN)",10414,47.97,33.28,"Hasbro",24967
"NERF N-STRIKE 100-Dart Pack (Whistler Darts)",67431,11.99,8.54,"Hasbro",24967
"Transformers Generations Combiner Wars Deluxe Class Quickslinger",108,16.99,12.1,"Hasbro",24967
"Star Wars Hero Series Inquisitor Figure",71381,29.99,20.61,"Hasbro",24967
"FURBY (Teal/Pink)",22906,124.46,83.68,"Hasbro",24967
"My Little Pony Cutie Mark Magic Glamour Glow Rarity Figure",4950,18.99,12.83,"Hasbro",24967
"Magic The Gathering Gatecrash Fat Pack",82211,29.84,20.85,"Hasbro",24967
"Beyblade Legends BB-99 Hades Kerbecs BD145DS Top",55544,10.99,7.4,"Hasbro",24967
"Magic: The Gathering Arena of the Planeswalkers Tactical Board Game",93024,19.99,13.52,"Hasbro",24967
"PLAY-DOH DIGGIN' RIGS BUSTER THE POWER CRANE",93689,34.99,24.74,"Hasbro",24967
"Star Wars: The Force Awakens Black Series Die Cast Phasma & Flametrooper",45495,14.99,10.35,"Hasbro",24967
"Littlest Pet Shop Minka Mark & LaRisa McChortle",70243,3.27,2.23,"Hasbro",24967
"My Little Pony Cutie Mark Magic Sunset Shimmer Figure",28884,9.99,6.85,"Hasbro",24967
"Marvel Universe Ghost Rider",74681,26.97,19.13,"Hasbro",24967
"TONKA CLASSICS Crane",84507,49.99,33.91,"Hasbro",24967
"New Furby Boom (Polka Dots)",16435,90,62.74,"Hasbro",24967
"Connect 4 Grid",64589,12.99,8.92,"Hasbro",24967
"My Little Pony Cutie Mark Magic Fluttershy Figure",69548,9.99,6.74,"Hasbro",24967
"Marvel Universe Alpha Flight Figure",36133,11.99,8.34,"Hasbro",24967
"Angry Birds Go! Jenga Pirate Pig Attack Game",61723,32.99,22.43,"Hasbro",24967
"Nerf Super Soaker Breach Blast",44543,18.11,12.4,"Hasbro",24967
